dataset,measure,value,region,period,typ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,2300,,2024-Q1,Przeciętna miesięczna liczba osób ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,21554580.71,,2024-Q1,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,3123.4,,2024-Q1,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,28,,2024-Q1,Liczba świadczeń ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,112000,,2024-Q1,Kwota wypłat w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,4000,,2024-Q1,Przeciętne świadczenie w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,6452,,2024-Q1,Przeciętna miesięczna liczba świadczeń DODATKI KOMBATANCKIE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,5887228.99,,2024-Q1,Kwota wypłat w zł DODATKI KOMBATANCKIE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,304.14,,2024-Q1,Przeciętne świadczenie w zł DODATKI KOMBATANCKIE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,68,,2024-Q1,Przeciętna miesięczna liczba świadczeń DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,238812.13,,2024-Q1,Kwota wypłat w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1263.73,,2024-Q1,Wysokość świadczenia w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,22771,,2024-Q1,Przeciętna miesięczna liczba świadczeń RYCZAŁTY ENERGETYCZNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,18351955.5,,2024-Q1,Kwota wypłat w zł RYCZAŁTY ENERGETYCZNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,268.65,,2024-Q1,Przeciętne świadczenie w zł RYCZAŁTY ENERGETYCZNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1482,,2024-Q1,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1352404.6,,2024-Q1,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,304.18,,2024-Q1,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,4273,,2024-Q1,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,3439309.47,,2024-Q1,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,268.32,,2024-Q1,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,17965,,2024-Q1,Przeciętna miesięczna liczba świadczeń DODATKI KOMPENSACYJNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,2461238.55,,2024-Q1,Kwota wypłat w zł DODATKI KOMPENSACYJNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,45.67,,2024-Q1,Przeciętne świadczenie w zł DODATKI KOMPENSACYJNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,5,,2024-Q1,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,19286.05,,2024-Q1,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1285.74,,2024-Q1,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1411,,2024-Q1,Przeciętna miesięczna liczba osób RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,7140866.85,,2024-Q1,Kwota wypłat w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1780.96,,2024-Q1,Wysokość świadczenia w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,11917,,2024-Q1,Przeciętna miesięczna liczba osób RENTY SOCJALNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,59596663.53,,2024-Q1,Kwota wypłat w zł RENTY SOCJALNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1667.04,,2024-Q1,Przeciętne świadczenie w zł RENTY SOCJALNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,178611,,2024-Q1,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,255812827.55,,2024-Q1,Kwota wypłat w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,477.41,,2024-Q1,Przeciętne świadczenie w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,314,,2024-Q1,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1231471.2,,2024-Q1,Kwota wypłat w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,1307.29,,2024-Q1,Przeciętne świadczenie w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,31636,,2024-Q1,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,29984265.48,,2024-Q1,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q1,336.36,,2024-Q1,Wysokość świadczenia w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,2072,,2024-Q4,Przeciętna miesięczna liczba osób ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,20907964.71,,2024-Q4,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,3363.57,,2024-Q4,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,26,,2024-Q4,Liczba świadczeń ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,104000,,2024-Q4,Kwota wypłat w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,4000,,2024-Q4,Przeciętne świadczenie w zł ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,5749,,2024-Q4,Przeciętna miesięczna liczba świadczeń DODATKI KOMBATANCKIE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,5655839.38,,2024-Q4,Kwota wypłat w zł DODATKI KOMBATANCKIE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,327.91,,2024-Q4,Przeciętne świadczenie w zł DODATKI KOMBATANCKIE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,52,,2024-Q4,Przeciętna miesięczna liczba świadczeń DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,198405.61,,2024-Q4,Kwota wypłat w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1263.73,,2024-Q4,Wysokość świadczenia w zł DODATKI PIENIĘŻNE DLA INWALIDÓW WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,20359,,2024-Q4,Przeciętna miesięczna liczba świadczeń RYCZAŁTY ENERGETYCZNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,18228696.68,,2024-Q4,Kwota wypłat w zł RYCZAŁTY ENERGETYCZNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,298.46,,2024-Q4,Przeciętne świadczenie w zł RYCZAŁTY ENERGETYCZNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1253,,2024-Q4,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1234096.05,,2024-Q4,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,328.39,,2024-Q4,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA ŻOŁNIERZY ZASTĘPCZEJ SŁUŻBY WOJSKOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,3796,,2024-Q4,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,3279038.35,,2024-Q4,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,287.91,,2024-Q4,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA OSÓB DEPORTOWANYCH DO PRACY PRZYMUSOWEJ
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,15833,,2024-Q4,Przeciętna miesięczna liczba świadczeń DODATKI KOMPENSACYJNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,2338415.47,,2024-Q4,Kwota wypłat w zł DODATKI KOMPENSACYJNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,49.23,,2024-Q4,Przeciętne świadczenie w zł DODATKI KOMPENSACYJNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,5,,2024-Q4,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,20783.85,,2024-Q4,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1385.59,,2024-Q4,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA CYWILNYCH NIEWIDOMYCH OFIAR DZIAŁAŃ WOJENNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1435,,2024-Q4,Przeciętna miesięczna liczba osób RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,7822928.3,,2024-Q4,Kwota wypłat w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1780.96,,2024-Q4,Wysokość świadczenia w zł RODZICIELSKIE ŚWIADCZENIA UZUPEŁNIAJĄCE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,11973,,2024-Q4,Przeciętna miesięczna liczba osób RENTY SOCJALNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,64878452.18,,2024-Q4,Kwota wypłat w zł RENTY SOCJALNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1806.24,,2024-Q4,Przeciętne świadczenie w zł RENTY SOCJALNE
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,171748,,2024-Q4,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,251384105.43,,2024-Q4,Kwota wypłat w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,487.89,,2024-Q4,Przeciętne świadczenie w zł ŚWIADCZENIE UZUPEŁNIAJĄCE DLA OSÓB NIEZDOLNYCH DO SAMODZIELNEJ EGZYSTENCJI
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,325,,2024-Q4,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1363109.83,,2024-Q4,Kwota wypłat w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,1399.5,,2024-Q4,Przeciętne świadczenie w zł ŚWIADCZENIA WYRÓWNAWCZE DLA DZIAŁACZY OPOZYCJI ANTYKOMUNISTYCZNEJ ORAZ OSÓB REPRESJONOWANYCH Z POWODÓW POLITYCZNYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,35197,,2024-Q4,Przeciętna miesięczna liczba świadczeń ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,37701501.48,,2024-Q4,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2024-Q4,336.36,,2024-Q4,Wysokość świadczenia w zł ŚWIADCZENIA PIENIĘŻNE Z TYTUŁU PEŁNIENIA FUNKCJI SOŁTYSA
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2025-Q1,1983,,2025-Q1,Przeciętna miesięczna liczba osób ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2025-Q1,20291710.63,,2025-Q1,Kwota wypłat w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2025-Q1,3411.52,,2025-Q1,Przeciętne świadczenie w zł ŚWIADCZENIA PIENIĘŻNE DLA INWALIDÓW WOJENNYCH WOJSKOWYCH I OSÓB REPRESJONOWANYCH
TABLICA 1 (25). ŚWIADCZENIA ZLECONE DO WYPŁATY KASIE ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO,2025-Q1,40,,2025-Q1,Liczba świadczeń ZASIŁKI POGRZEBOWE PO INWALIDACH WOJENNYCH WOJSKOWYCH i OSOBACH REPRESJONOWANYCH I CZŁONKACH ICH RODZIN
