Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 974,,2020-Q4,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;8 166,,2021-Q1,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;8 310,,2021-Q2;,;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne, 210,,2021-Q3;,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 669,,2021-Q4;,;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,7 827,,2022-Q1,;;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 998,,2022-Q2,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 769,,2022-Q3;,;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 201,,2022-Q4;,;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 329,,2023-Q1,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 446,,2023-Q2,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;7 315,,2023-Q3,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;6 785,,2023-Q4,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,6 986,,2024-Q1,;;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,7 049,,2024-Q2,;;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;6 933,,2024-Q3;,;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;6 454,,2024-Q4,;;
Liczba p≥atnikÛw sk≥adek w KRUS,liczba p≥atnikÛw posiadajöcych dzia≥ specjalny produkcji rolnej oraz gospodarstwo rolne,;6 687,,2025-Q1;,;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1197586,,2020-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1218747,,2020-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1194856,,2020-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1173236,,2020-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1167072,,2021-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1173413,,2021-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1154379,,2021-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1134603,,2021-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1127508,,2022-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1123333,,2022-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1108026,,2022-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1092650,,2022-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1084276,,2023-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1075689,,2023-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1061237,,2023-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1043572,,2023-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1032472,,2024-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1021755,,2024-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,1009653,,2024-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,994420,,2024-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,Liczba ubezpieczonych ogÛ≥em,985815,,2025-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,714239,,2020-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,711687,,2020-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,705614,,2020-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,700971,,2020-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,695867,,2021-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,689420,,2021-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,684439,,2021-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,679189,,2021-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,674367,,2022-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,667715,,2022-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,659020,,2022-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,652908,,2022-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,646859,,2023-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,637667,,2023-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,630441,,2023-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,622439,,2023-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,614810,,2024-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,606075,,2024-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,599465,,2024-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,593669,,2024-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba rolnikÛw,587938,,2025-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,318822,,2020-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,317548,,2020-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,314124,,2020-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,311219,,2020-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,308009,,2021-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,304227,,2021-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,300988,,2021-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,297825,,2021-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,294537,,2022-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,290560,,2022-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,286129,,2022-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,282908,,2022-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,279547,,2023-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,274944,,2023-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,270996,,2023-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,267135,,2023-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,263245,,2024-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,258884,,2024-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,255386,,2024-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,252338,,2024-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba wspÛ≥ma≥øonkÛw,249191,,2025-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,151915,,2020-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,151671,,2020-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,150486,,2020-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,150536,,2020-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,148610,,2021-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,146252,,2021-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,146083,,2021-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,146253,,2021-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,144716,,2022-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,143200,,2022-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,144132,,2022-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,144597,,2022-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,143664,,2023-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,141728,,2023-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,141516,,2023-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,141176,,2023-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,139412,,2024-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,137887,,2024-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,137716,,2024-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,137411,,2024-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba domownikÛw,135374,,2025-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,4006,,2020-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,28930,,2020-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,15506,,2020-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,1496,,2020-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,5230,,2021-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,23863,,2021-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,12927,,2021-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,1431,,2021-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,3696,,2022-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,11305,,2022-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,8051,,2022-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,1608,,2022-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,3357,,2023-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,10277,,2023-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,7036,,2023-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,1630,,2023-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,3756,,2024-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,7991,,2024-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,6640,,2024-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,1425,,2024-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczbapomocnikÛw rolnika,4301,,2025-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,8589,,2020-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,8896,,2020-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9111,,2020-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9001,,2020-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9346,,2021-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9641,,2021-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9929,,2021-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9894,,2021-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,10181,,2022-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,10544,,2022-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,10685,,2022-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,10620,,2022-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,10839,,2023-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,11064,,2023-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,11238,,2023-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,11182,,2023-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,11240,,2024-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,10909,,2024-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,10442,,2024-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9572,,2024-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba ubezpieczonych w okresie przyznania úwiadczenia pielÍgnacyjnego lub specjalnego zasi≥ku opiekuÒczego albo zasi≥ku dla opiekuna,9006,,2025-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,15,,2020-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,15,,2020-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,15,,2020-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,13,,2020-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,10,,2021-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,10,,2021-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,13,,2021-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,11,,2021-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,11,,2022-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,9,,2022-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,9,,2022-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,9,,2022-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,10,,2023-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,9,,2023-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,10,,2023-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,10,,2023-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,9,,2024-Q1,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,9,,2024-Q2,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,4,,2024-Q3,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,5,,2024-Q4,;;;
Liczba_ubezpieczonych_wed≥ug_statusu_I_kw_2025,liczba cz≥onkÛw rodzin sprawujπcych opiekÍ nad dzieckiem,5,,2025-Q1,;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,968496,,2024-Q1,EMERYTURY I RENTY ogÛ≥em;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,761183,,2024-Q1,Emerytury ogÛ≥em;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,207313,,2024-Q1,Renty ogÛ≥em;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,761183,,2024-Q1,EMERYTURY RAZEM;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,697217,,2024-Q1,Emerytury rolnicze;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,10287,,2024-Q1,Emerytury za przekazane gospodarstwo rolne PaÒstwu;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,51312,,2024-Q1,Emerytury za przekazane gospodarstwo rolne nastÍpcy;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,2367,,2024-Q1,Emerytury niezwiπzane z przekazaniem gospodarstwa rolnego;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,207313,,2024-Q1,RENTY RAZEM;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,167029,,2024-Q1,Renty z tytu≥u niezdolnoúci do pracy razem;;;
TABLICA 1 (13). PRZECI TNA MIESI CZNA LICZBA EMERYTUR I RENT WED£UG RODZAJ”W åWIADCZE—,2024-Q1,11186,,2024-Q1,w tym renty z tytu≥u niezdolnoúci do pracy wypadkowe;;;
